game_pk,half_inning,label,inning_topbot,inning,game_date,pitcher,team,season,hits_allowed,walks,strikeouts,batters_faced,runs_allowed,ERA_season,WHIP_season,FIP_season,K/9_season,BB/9_season,xFIP_season,CSW%_season,xERA_season,runs_rolling10_team,OBP_team,SLG_team,K_rate_team,BB_rate_team,is_home_team
778320,Bot_1st,1,Bot,1,2025-04-14,694738,PHI,2025,6,3,8,9,4,3.18,1.38,3.47,8.81,3.18,3.63,0.294,3.38,0.8,0.3877551020408163,0.3571428571428571,0.2653061224489796,0.1428571428571428,True
778323,Bot_1st,0,Bot,1,2025-04-14,669373,MIL,2025,4,0,9,9,0,2.26,0.79,1.88,11.78,0.83,2.15,0.34,2.32,0.2,0.1176470588235294,0.2121212121212121,0.2352941176470588,0.0,True
778324,Bot_1st,0,Bot,1,2025-04-14,605280,MIN,2025,2,3,8,9,1,3.07,1.16,3.87,7.89,3.07,3.68,0.278,3.88,0.4,0.2564102564102564,0.3235294117647059,0.3333333333333333,0.1025641025641025,True
778324,Top_1st,1,Top,1,2025-04-14,657746,NYM,2025,3,2,8,9,1,2.91,0.9,3.48,10.06,1.59,3.69,0.2739999999999999,3.3,0.3,0.3488372093023256,0.5277777777777778,0.1860465116279069,0.1162790697674418,False
778325,Bot_1st,0,Bot,1,2025-04-14,664285,STL,2025,10,1,3,9,6,3.12,1.06,3.24,8.42,2.77,3.16,0.285,3.75,0.1,0.2105263157894736,0.1764705882352941,0.2368421052631578,0.1052631578947368,True
778325,Top_1st,0,Top,1,2025-04-14,543243,HOU,2025,3,1,4,9,0,3.65,1.12,3.26,9.91,1.83,3.05,0.3,3.94,0.2,0.1891891891891892,0.2352941176470588,0.2702702702702703,0.054054054054054,False
778326,Top_1st,1,Top,1,2025-04-14,669160,COL,2025,3,0,7,9,1,4.09,1.25,4.03,9.19,3.21,3.63,0.276,4.44,0.4,0.2619047619047619,0.4871794871794871,0.1904761904761904,0.0238095238095238,False
778328,Top_1st,0,Top,1,2025-04-14,669358,BOS,2025,2,0,11,9,1,4.92,1.38,5.08,8.2,3.28,4.0,0.261,4.47,0.7,0.3333333333333333,0.4523809523809524,0.25,0.1041666666666666,False
778330,Bot_1st,1,Bot,1,2025-04-13,607536,SD,2025,8,2,2,9,5,5.72,1.63,3.67,7.04,1.91,3.65,0.273,4.87,1.4,0.4444444444444444,0.6956521739130435,0.1666666666666666,0.1296296296296296,True
778332,Bot_1st,1,Bot,1,2025-04-13,642547,AZ,2025,4,5,6,9,1,2.92,1.21,3.96,9.51,3.68,4.01,0.2689999999999999,3.67,0.4,0.3333333333333333,0.375,0.2307692307692307,0.1282051282051282,True
778332,Top_1st,1,Top,1,2025-04-13,668678,MIL,2025,5,4,5,9,2,5.13,1.33,4.54,8.55,4.03,4.2,0.276,3.88,0.2,0.1176470588235294,0.2121212121212121,0.2058823529411764,0.0,False
778333,Bot_1st,1,Bot,1,2025-04-13,673540,ATH,2025,4,2,4,9,0,1.6,1.18,3.2,8.56,4.06,4.17,0.263,3.33,0.9,0.3409090909090909,0.4390243902439024,0.2954545454545454,0.0681818181818181,True
778333,Top_1st,1,Top,1,2025-04-13,622663,NYM,2025,4,3,6,9,1,4.54,1.27,3.41,6.4,2.68,4.26,0.2319999999999999,4.18,0.4,0.3488372093023256,0.5405405405405406,0.1627906976744186,0.0930232558139534,False
778334,Bot_1st,1,Bot,1,2025-04-13,543135,SEA,2025,5,2,3,9,3,1.56,0.81,2.32,9.48,1.3,2.65,0.298,3.35,0.5,0.2857142857142857,0.6097560975609756,0.238095238095238,0.0238095238095238,True
778336,Bot_1st,0,Bot,1,2025-04-13,554430,STL,2025,7,1,3,9,4,2.96,0.92,2.93,11.13,2.13,2.68,0.283,2.28,0.1,0.2307692307692307,0.2,0.2307692307692307,0.1025641025641025,True
778336,Top_1st,0,Top,1,2025-04-13,669461,PHI,2025,3,1,7,9,0,3.08,1.06,2.65,7.83,1.26,3.37,0.295,3.26,0.5,0.3333333333333333,0.3,0.2666666666666666,0.1111111111111111,False
778337,Bot_1st,0,Bot,1,2025-04-13,669022,MIA,2025,8,3,7,10,4,3.16,1.2,2.65,13.3,2.77,2.41,0.292,3.28,0.6,0.391304347826087,0.4722222222222222,0.2391304347826087,0.1956521739130435,True
778338,Bot_1st,0,Bot,1,2025-04-13,676979,CWS,2025,1,1,11,9,0,1.98,1.06,2.67,11.09,2.85,2.86,0.288,3.05,0.5,0.3255813953488372,0.2647058823529412,0.2558139534883721,0.1627906976744186,True
778339,Bot_1st,1,Bot,1,2025-04-13,657277,NYY,2025,5,4,5,9,3,2.55,1.17,2.14,10.07,1.88,2.31,0.317,2.77,0.8,0.375,0.5348837209302325,0.2708333333333333,0.0833333333333333,True
778339,Top_1st,0,Top,1,2025-04-13,607074,SF,2025,3,3,8,9,4,2.49,0.93,2.93,11.07,3.05,3.0,0.314,2.71,0.8,0.3555555555555555,0.4864864864864865,0.2222222222222222,0.1777777777777777,False
778340,Bot_1st,1,Bot,1,2025-04-13,519242,TB,2025,6,4,7,9,4,3.06,1.24,2.98,11.44,2.53,3.11,0.314,3.19,0.7,0.3488372093023256,0.55,0.0930232558139534,0.0465116279069767,True
778341,Top_1st,1,Top,1,2025-04-12,693433,TEX,2025,6,1,7,9,1,2.82,0.95,3.04,8.06,1.15,3.49,0.254,3.1,0.7,0.3617021276595745,0.575,0.1489361702127659,0.1489361702127659,False
778344,Bot_1st,1,Bot,1,2025-04-13,621244,BAL,2025,7,1,6,9,4,3.86,1.3,4.4,8.36,3.6,4.13,0.278,4.62,0.5,0.282051282051282,0.4054054054054054,0.282051282051282,0.0512820512820512,True
778346,Bot_1st,0,Bot,1,2025-04-12,656849,ATH,2025,7,0,5,9,2,2.69,1.26,3.31,8.34,3.25,3.44,0.285,3.88,1.1,0.3829787234042553,0.5227272727272727,0.2553191489361702,0.0638297872340425,True
778347,Bot_1st,1,Bot,1,2025-04-12,650911,STL,2025,8,2,3,9,1,3.15,1.31,3.57,10.14,3.56,3.13,0.289,3.4,0.2,0.2682926829268293,0.3243243243243243,0.2195121951219512,0.0975609756097561,True
778348,Top_1st,1,Top,1,2025-04-12,663978,DET,2025,2,2,5,9,2,3.58,1.13,4.1,6.89,2.76,4.42,0.238,4.02,0.6,0.3181818181818182,0.4634146341463415,0.1818181818181818,0.0454545454545454,False
778350,Top_1st,0,Top,1,2025-04-12,669203,MIL,2025,4,2,3,9,3,2.66,1.17,3.88,8.81,3.64,3.56,0.286,3.6,0.1,0.0909090909090909,0.21875,0.2727272727272727,0.0,False
778351,Bot_1st,0,Bot,1,2025-04-12,542881,HOU,2025,1,4,6,9,0,3.86,1.27,4.98,7.03,3.58,5.13,0.26,4.1,0.2,0.1666666666666666,0.2352941176470588,0.3333333333333333,0.0277777777777777,True
778353,Top_1st,1,Top,1,2025-04-12,656876,ATL,2025,4,1,7,9,0,2.14,0.87,3.29,8.0,1.86,3.24,0.267,3.1,0.4,0.2857142857142857,0.3055555555555556,0.4047619047619047,0.119047619047619,False
778356,Bot_1st,0,Bot,1,2025-04-11,571510,LAD,2025,4,4,7,9,3,3.08,1.26,3.45,9.39,2.2,3.75,0.255,3.42,0.8,0.3255813953488372,0.5384615384615384,0.2790697674418604,0.0930232558139534,True
778356,Top_1st,0,Top,1,2025-04-11,808967,CHC,2025,2,1,9,9,0,2.39,1.0,3.01,10.24,3.06,2.84,0.287,2.83,1.3,0.4230769230769231,0.6216216216216216,0.1346153846153846,0.2115384615384615,False
778357,Bot_1st,0,Bot,1,2025-04-12,571760,CIN,2025,3,4,6,9,4,3.39,1.19,4.44,6.38,3.26,4.37,0.255,4.75,0.4,0.2631578947368421,0.28125,0.3157894736842105,0.131578947368421,True
778358,Top_1st,1,Top,1,2025-04-11,676664,NYM,2025,6,2,7,9,3,5.05,1.28,5.03,6.64,1.59,4.6,0.25,4.33,0.4,0.3333333333333333,0.5263157894736842,0.1666666666666666,0.0714285714285714,False
778359,Bot_1st,1,Bot,1,2025-04-12,547179,CLE,2025,7,1,4,9,3,5.12,1.46,4.83,7.48,2.77,4.35,0.259,4.47,0.7,0.3409090909090909,0.5,0.2272727272727272,0.1136363636363636,True
778359,Top_1st,0,Top,1,2025-04-12,682847,KC,2025,1,2,10,9,1,4.4,1.43,3.96,9.71,4.55,3.74,0.289,4.97,0.6,0.3260869565217391,0.375,0.217391304347826,0.0869565217391304,False
778360,Bot_1st,1,Bot,1,2025-04-11,594798,SEA,2025,3,4,4,9,3,2.34,0.98,3.63,8.57,2.21,3.46,0.295,3.14,0.3,0.2857142857142857,0.525,0.2619047619047619,0.0476190476190476,True
778361,Top_1st,1,Top,1,2025-04-11,601713,COL,2025,3,1,10,9,0,2.74,1.01,2.96,10.25,2.6,3.39,0.281,3.52,0.4,0.2857142857142857,0.5135135135135135,0.1904761904761904,0.0476190476190476,False
778365,Top_1st,1,Top,1,2025-04-11,669467,PHI,2025,2,2,4,9,0,4.91,1.38,4.95,6.0,3.14,3.72,0.239,4.62,0.3,0.2682926829268293,0.2368421052631578,0.2682926829268293,0.073170731707317,False
778366,Top_1st,0,Top,1,2025-04-11,663436,BOS,2025,6,2,6,9,0,3.67,1.24,4.45,5.37,2.23,4.37,0.225,5.76,0.9,0.3529411764705882,0.5227272727272727,0.2941176470588235,0.1176470588235294,False
778367,Top_1st,1,Top,1,2025-04-11,671737,ATL,2025,5,2,7,9,1,3.95,1.2,4.23,8.15,3.44,4.0,0.251,3.23,0.4,0.2682926829268293,0.2857142857142857,0.3658536585365853,0.1219512195121951,False
778370,Bot_1st,0,Bot,1,2025-04-11,592662,NYY,2025,2,4,7,9,1,2.43,1.11,3.06,9.98,3.84,3.71,0.281,2.81,0.5,0.3181818181818182,0.4,0.3636363636363636,0.0909090909090909,True
778373,Bot_1st,1,Bot,1,2025-04-10,641927,KC,2025,5,1,4,9,1,3.48,1.35,3.7,7.26,2.03,4.51,0.286,3.8,0.9,0.3541666666666667,0.4545454545454545,0.2083333333333333,0.0416666666666666,True
778373,Top_1st,1,Top,1,2025-04-10,608379,MIN,2025,3,3,4,9,1,2.88,1.17,3.39,6.55,2.36,4.29,0.242,3.55,0.6,0.3,0.4444444444444444,0.225,0.075,False
778374,Bot_1st,1,Bot,1,2025-04-11,663559,CIN,2025,3,5,4,9,5,3.14,1.08,4.06,5.59,3.0,4.62,0.252,3.42,0.4,0.2631578947368421,0.28125,0.2631578947368421,0.131578947368421,True
778374,Top_1st,1,Top,1,2025-04-11,663903,PIT,2025,2,3,3,10,3,4.66,1.34,4.31,7.49,3.68,4.49,0.266,4.53,0.1,0.1944444444444444,0.2424242424242424,0.3055555555555556,0.0833333333333333,False
778375,Bot_1st,1,Bot,1,2025-04-11,663460,CLE,2025,6,3,5,9,3,1.43,1.0,2.45,9.44,2.63,3.27,0.316,2.79,0.8,0.3409090909090909,0.5789473684210527,0.25,0.1136363636363636,True
778375,Top_1st,0,Top,1,2025-04-11,676440,KC,2025,3,4,4,9,0,3.89,1.24,5.16,7.27,2.99,4.34,0.272,3.99,0.6,0.3260869565217391,0.375,0.1956521739130435,0.0869565217391304,False
778376,Bot_1st,0,Bot,1,2025-04-09,607259,SF,2025,7,1,8,9,3,3.89,1.17,3.58,6.1,1.95,4.3,0.251,3.62,0.3,0.2162162162162162,0.2727272727272727,0.2702702702702703,0.1081081081081081,True
778377,Bot_1st,1,Bot,1,2025-04-10,605135,BOS,2025,5,1,5,9,1,3.8,1.36,3.57,9.36,2.04,3.3,0.266,3.65,0.9,0.34,0.5227272727272727,0.28,0.1,True
778378,Top_1st,1,Top,1,2025-04-10,668909,CWS,2025,3,2,7,9,1,3.79,1.45,4.37,10.01,5.16,3.95,0.283,4.5,1.0,0.4166666666666667,0.5405405405405406,0.2083333333333333,0.1666666666666666,False
778380,Bot_1st,1,Bot,1,2025-04-09,665152,AZ,2025,8,2,4,9,5,4.7,1.39,4.34,6.85,2.42,4.31,0.26,4.18,0.6,0.3,0.3939393939393939,0.325,0.125,True
778380,Top_1st,0,Top,1,2025-04-09,694297,BAL,2025,4,2,3,9,0,5.05,1.32,5.01,7.07,2.17,4.13,0.251,6.7,0.9,0.3636363636363636,0.5,0.2727272727272727,0.0454545454545454,False
778382,Bot_1st,1,Bot,1,2025-04-10,667755,TB,2025,5,3,4,10,1,3.41,1.51,3.74,6.42,4.46,3.84,0.258,4.02,0.9,0.3829787234042553,0.5365853658536586,0.1489361702127659,0.1063829787234042,True
778382,Top_1st,1,Top,1,2025-04-10,641793,LAA,2025,8,1,4,9,7,3.86,1.1,5.13,5.79,1.33,4.28,0.24,4.56,0.8,0.3404255319148936,0.6585365853658537,0.2127659574468085,0.0851063829787234,False
778383,Bot_1st,0,Bot,1,2025-04-09,686613,SEA,2025,2,0,3,9,0,1.83,0.91,2.66,10.26,2.44,2.74,0.288,2.98,0.2,0.2857142857142857,0.45,0.2619047619047619,0.0476190476190476,True
778384,Bot_1st,1,Bot,1,2025-04-10,666200,ATL,2025,6,1,6,9,1,3.58,1.34,2.67,10.36,2.82,3.1,0.3,3.33,0.3,0.2368421052631578,0.25,0.3421052631578947,0.131578947368421,True
778385,Bot_1st,0,Bot,1,2025-04-09,641816,CHC,2025,2,1,4,9,1,2.02,1.07,3.23,6.69,3.28,4.19,0.253,3.72,1.3,0.4339622641509434,0.631578947368421,0.1320754716981132,0.2075471698113207,True
778386,Bot_1st,1,Bot,1,2025-04-09,592332,BOS,2025,4,0,10,9,1,3.82,1.02,3.21,8.66,1.78,3.43,0.278,3.52,0.9,0.3529411764705882,0.5227272727272727,0.2745098039215686,0.1176470588235294,True
778387,Bot_1st,1,Bot,1,2025-04-09,608331,DET,2025,5,0,11,9,0,1.92,0.97,2.87,8.4,1.92,3.23,0.266,3.62,1.3,0.4727272727272727,0.66,0.1454545454545454,0.0909090909090909,True
778387,Top_1st,0,Top,1,2025-04-09,656427,NYY,2025,3,3,9,9,0,3.72,1.09,3.94,10.47,2.76,3.41,0.294,3.91,0.7,0.3333333333333333,0.5,0.3111111111111111,0.0666666666666666,False
778388,Bot_1st,0,Bot,1,2025-04-09,657746,KC,2025,2,0,4,9,0,2.91,0.9,3.48,10.06,1.59,3.69,0.2739999999999999,3.3,0.8,0.3478260869565217,0.5,0.1956521739130435,0.0652173913043478,True
778389,Bot_1st,0,Bot,1,2025-04-09,607200,PIT,2025,0,4,1,9,0,3.82,1.29,4.29,5.8,3.82,4.89,0.238,5.24,0.1,0.1666666666666666,0.2352941176470588,0.3055555555555556,0.0555555555555555,True
778389,Top_1st,1,Top,1,2025-04-09,656605,STL,2025,4,1,6,9,0,3.73,1.26,3.2,7.2,2.44,3.92,0.266,4.02,0.3,0.2954545454545454,0.35,0.1818181818181818,0.0909090909090909,False
778390,Bot_1st,0,Bot,1,2025-04-09,676974,NYM,2025,2,2,4,9,0,4.73,1.42,4.4,9.46,2.78,3.35,0.288,4.62,0.4,0.3488372093023256,0.5526315789473685,0.1395348837209302,0.0930232558139534,True
778392,Top_1st,1,Top,1,2025-04-09,663623,LAD,2025,4,3,7,9,4,3.93,1.17,4.42,5.77,2.45,4.57,0.2689999999999999,5.07,0.9,0.3255813953488372,0.625,0.3023255813953488,0.0697674418604651,False
778394,Bot_1st,1,Bot,1,2025-04-08,642547,COL,2025,3,3,6,9,1,2.92,1.21,3.96,9.51,3.68,4.01,0.2689999999999999,3.67,0.3,0.25,0.3888888888888889,0.25,0.025,True
778394,Top_1st,0,Top,1,2025-04-08,607536,MIL,2025,8,1,5,9,5,5.72,1.63,3.67,7.04,1.91,3.65,0.273,4.87,0.2,0.2105263157894736,0.2857142857142857,0.3421052631578947,0.0526315789473684,False
778395,Bot_1st,1,Bot,1,2025-04-08,656302,ATH,2025,9,3,4,9,9,4.66,1.29,3.29,11.03,2.97,3.2,0.291,3.62,1.1,0.3877551020408163,0.5333333333333333,0.1836734693877551,0.0612244897959183,True
778396,Top_1st,1,Top,1,2025-04-08,518876,BAL,2025,3,3,4,9,2,3.78,1.06,3.55,8.35,2.35,3.48,0.276,4.21,1.1,0.4130434782608695,0.6818181818181818,0.2391304347826087,0.0434782608695652,False
778397,Bot_1st,0,Bot,1,2025-04-08,666157,SF,2025,3,1,3,9,0,3.1,1.11,3.6,7.75,1.81,3.91,0.257,4.07,0.3,0.2162162162162162,0.2727272727272727,0.2432432432432432,0.1081081081081081,True
778397,Top_1st,0,Top,1,2025-04-08,694738,CIN,2025,7,0,4,9,1,3.18,1.38,3.47,8.81,3.18,3.63,0.294,3.38,0.4,0.2564102564102564,0.3611111111111111,0.2564102564102564,0.0512820512820512,False
778398,Bot_1st,0,Bot,1,2025-04-08,664285,SEA,2025,2,2,8,9,0,3.12,1.06,3.24,8.42,2.77,3.16,0.285,3.75,0.2,0.3409090909090909,0.5128205128205128,0.25,0.0909090909090909,True
778398,Top_1st,1,Top,1,2025-04-08,622491,HOU,2025,5,2,6,9,0,3.03,1.27,3.28,7.24,3.03,4.26,0.25,4.16,0.2,0.2368421052631578,0.2941176470588235,0.3157894736842105,0.0526315789473684,False
778399,Bot_1st,1,Bot,1,2025-04-09,579328,TB,2025,6,3,5,9,4,3.23,1.59,4.52,8.14,5.17,4.76,0.26,4.91,0.9,0.4042553191489361,0.5853658536585366,0.1489361702127659,0.1063829787234042,True
778399,Top_1st,1,Top,1,2025-04-09,686752,LAA,2025,6,3,5,10,3,3.21,1.16,4.23,7.2,2.57,4.14,0.243,4.33,0.7,0.3541666666666667,0.5853658536585366,0.2291666666666666,0.1041666666666666,False
778400,Bot_1st,0,Bot,1,2025-04-08,641154,KC,2025,3,1,6,9,1,2.82,1.07,2.97,9.05,2.08,3.47,0.2789999999999999,3.23,0.8,0.3695652173913043,0.525,0.1739130434782608,0.0652173913043478,True
778401,Top_1st,0,Top,1,2025-04-08,592791,TEX,2025,5,1,6,9,3,3.76,1.01,5.1,6.88,1.69,4.0,0.286,3.99,0.7,0.3181818181818182,0.5128205128205128,0.1818181818181818,0.1136363636363636,False
778403,Top_1st,1,Top,1,2025-04-08,669373,NYY,2025,4,0,6,9,0,2.26,0.79,1.88,11.78,0.83,2.15,0.34,2.32,1.0,0.4117647058823529,0.8043478260869565,0.2549019607843137,0.0980392156862745,False
778404,Top_1st,1,Top,1,2025-04-08,676979,TOR,2025,5,4,5,9,2,1.98,1.06,2.67,11.09,2.85,2.86,0.288,3.05,0.5,0.3478260869565217,0.3333333333333333,0.1956521739130435,0.108695652173913,False
778406,Bot_1st,0,Bot,1,2025-04-08,554430,ATL,2025,8,3,7,9,4,2.96,0.92,2.93,11.13,2.13,2.68,0.283,2.28,0.3,0.275,0.2727272727272727,0.275,0.15,True
778406,Top_1st,1,Top,1,2025-04-08,519242,PHI,2025,9,0,5,9,5,3.06,1.24,2.98,11.44,2.53,3.11,0.314,3.19,0.3,0.2926829268292683,0.282051282051282,0.2682926829268293,0.048780487804878,False
778407,Top_1st,1,Top,1,2025-04-08,605280,MIA,2025,5,3,9,9,2,3.07,1.16,3.87,7.89,3.07,3.68,0.278,3.88,0.7,0.4130434782608695,0.6052631578947368,0.1739130434782608,0.1521739130434782,False
778408,Bot_1st,0,Bot,1,2025-04-08,543243,PIT,2025,3,0,4,9,1,3.65,1.12,3.26,9.91,1.83,3.05,0.3,3.94,0.2,0.2162162162162162,0.3142857142857143,0.3243243243243243,0.054054054054054,True
778410,Top_1st,1,Top,1,2025-04-07,657277,CIN,2025,4,0,10,9,0,2.55,1.17,2.14,10.07,1.88,2.31,0.317,2.77,0.4,0.2564102564102564,0.3611111111111111,0.282051282051282,0.0512820512820512,False
778411,Bot_1st,1,Bot,1,2025-04-07,543135,CHC,2025,4,4,4,9,3,1.56,0.81,2.32,9.48,1.3,2.65,0.298,3.35,1.3,0.4444444444444444,0.6578947368421053,0.1481481481481481,0.2222222222222222,True
778412,Top_1st,0,Top,1,2025-04-07,547179,MIN,2025,5,0,3,9,1,5.12,1.46,4.83,7.48,2.77,4.35,0.259,4.47,0.7,0.2926829268292683,0.4054054054054054,0.1707317073170731,0.073170731707317,False
778413,Top_1st,1,Top,1,2025-04-07,668678,BAL,2025,7,4,2,9,5,5.13,1.33,4.54,8.55,4.03,4.2,0.276,3.88,0.9,0.3488372093023256,0.6511627906976745,0.2558139534883721,0.0,False
778414,Top_1st,1,Top,1,2025-04-07,622663,SD,2025,8,0,3,9,5,4.54,1.27,3.41,6.4,2.68,4.26,0.2319999999999999,4.18,0.7,0.3777777777777777,0.5789473684210527,0.1111111111111111,0.1333333333333333,False
778415,Bot_1st,1,Bot,1,2025-04-07,669461,PIT,2025,8,0,7,9,4,3.08,1.06,2.65,7.83,1.26,3.37,0.295,3.26,0.2,0.2162162162162162,0.3142857142857143,0.2702702702702703,0.054054054054054,True
778416,Top_1st,1,Top,1,2025-04-07,673540,MIA,2025,5,2,4,9,0,1.6,1.18,3.2,8.56,4.06,4.17,0.263,3.33,0.5,0.3571428571428571,0.5833333333333334,0.2142857142857142,0.119047619047619,False
778417,Top_1st,0,Top,1,2025-04-08,669358,LAA,2025,3,4,6,9,2,4.92,1.38,5.08,8.2,3.28,4.0,0.261,4.47,0.7,0.3404255319148936,0.6097560975609756,0.2340425531914893,0.0851063829787234,False
778418,Bot_1st,0,Bot,1,2025-04-07,669160,WSH,2025,3,3,1,9,3,4.09,1.25,4.03,9.19,3.21,3.63,0.276,4.44,0.8,0.3777777777777777,0.5128205128205128,0.2666666666666666,0.1333333333333333,True
778418,Top_1st,1,Top,1,2025-04-07,669022,LAD,2025,5,1,7,9,2,3.16,1.2,2.65,13.3,2.77,2.41,0.292,3.28,0.5,0.2631578947368421,0.4571428571428571,0.2631578947368421,0.0789473684210526,False
778419,Top_1st,1,Top,1,2025-04-06,663978,HOU,2025,7,2,2,9,3,3.58,1.13,4.1,6.89,2.76,4.42,0.238,4.02,0.2,0.2432432432432432,0.3333333333333333,0.3513513513513513,0.054054054054054,False
778420,Bot_1st,0,Bot,1,2025-04-06,656876,TEX,2025,3,1,4,9,1,2.14,0.87,3.29,8.0,1.86,3.24,0.267,3.1,0.7,0.3255813953488372,0.5263157894736842,0.1395348837209302,0.1162790697674418,True
778422,Top_1st,1,Top,1,2025-04-06,663460,BAL,2025,4,1,8,9,1,1.43,1.0,2.45,9.44,2.63,3.27,0.316,2.79,0.9,0.3720930232558139,0.6904761904761905,0.2558139534883721,0.0,False
778424,Bot_1st,0,Bot,1,2025-04-07,607074,DET,2025,4,3,8,9,5,2.49,0.93,2.93,11.07,3.05,3.0,0.314,2.71,1.3,0.4821428571428571,0.6666666666666666,0.1428571428571428,0.0892857142857142,True
778425,Bot_1st,1,Bot,1,2025-04-06,682847,LAA,2025,7,0,3,9,3,4.4,1.43,3.96,9.71,4.55,3.74,0.289,4.97,0.7,0.3541666666666667,0.6097560975609756,0.2708333333333333,0.1041666666666666,True
778425,Top_1st,1,Top,1,2025-04-06,542881,CLE,2025,1,4,5,9,2,3.86,1.27,4.98,7.03,3.58,5.13,0.26,4.1,0.5,0.3409090909090909,0.5789473684210527,0.2045454545454545,0.1136363636363636,False
778426,Bot_1st,1,Bot,1,2025-04-07,621244,BOS,2025,4,3,2,9,1,3.86,1.3,4.4,8.36,3.6,4.13,0.278,4.62,0.8,0.34,0.5,0.28,0.12,True
778427,Bot_1st,1,Bot,1,2025-04-06,693433,SF,2025,5,1,6,9,4,2.82,0.95,3.04,8.06,1.15,3.49,0.254,3.1,0.3,0.1944444444444444,0.2727272727272727,0.3333333333333333,0.0833333333333333,True
778428,Top_1st,1,Top,1,2025-04-06,571760,NYY,2025,5,1,10,9,1,3.39,1.19,4.44,6.38,3.26,4.37,0.255,4.75,1.2,0.3877551020408163,0.9333333333333332,0.2653061224489796,0.0816326530612244,False
778429,Bot_1st,1,Bot,1,2025-04-06,669203,WSH,2025,7,6,3,9,4,2.66,1.17,3.88,8.81,3.64,3.56,0.286,3.6,0.8,0.3488372093023256,0.5128205128205128,0.3023255813953488,0.0930232558139534,True
778434,Top_1st,1,Top,1,2025-04-06,650911,LAD,2025,6,2,9,9,4,3.15,1.31,3.57,10.14,3.56,3.13,0.289,3.4,0.5,0.2368421052631578,0.4285714285714285,0.2368421052631578,0.0789473684210526,False
778435,Top_1st,0,Top,1,2025-04-06,656849,TOR,2025,3,6,3,9,1,2.69,1.26,3.31,8.34,3.25,3.44,0.285,3.88,0.5,0.3095238095238095,0.3333333333333333,0.2142857142857142,0.0476190476190476,False
778436,Top_1st,1,Top,1,2025-04-05,592662,SEA,2025,4,4,2,9,1,2.43,1.11,3.06,9.98,3.84,3.71,0.281,2.81,0.1,0.3409090909090909,0.3947368421052631,0.2727272727272727,0.1136363636363636,False
778437,Bot_1st,1,Bot,1,2025-04-05,676440,LAA,2025,9,2,4,9,7,3.89,1.24,5.16,7.27,2.99,4.34,0.272,3.99,0.8,0.3673469387755102,0.6904761904761905,0.3061224489795918,0.1020408163265306,True
778438,Bot_1st,1,Bot,1,2025-04-05,671737,TEX,2025,2,4,7,9,4,3.95,1.2,4.23,8.15,3.44,4.0,0.251,3.23,0.7,0.3255813953488372,0.5263157894736842,0.2093023255813953,0.1162790697674418,True
778438,Top_1st,1,Top,1,2025-04-05,594798,TB,2025,8,0,3,9,3,2.34,0.98,3.63,8.57,2.21,3.46,0.295,3.14,0.8,0.3958333333333333,0.5581395348837209,0.1666666666666666,0.1041666666666666,False
778439,Bot_1st,1,Bot,1,2025-04-05,663903,MIL,2025,9,1,7,9,5,4.66,1.34,4.31,7.49,3.68,4.49,0.266,4.53,0.3,0.2682926829268293,0.3513513513513513,0.3170731707317073,0.073170731707317,True
778440,Top_1st,1,Top,1,2025-04-05,641927,HOU,2025,3,2,5,9,1,3.48,1.35,3.7,7.26,2.03,4.51,0.286,3.8,0.1,0.2058823529411764,0.2903225806451613,0.3823529411764705,0.0588235294117647,False
778441,Top_1st,0,Top,1,2025-04-05,608379,BAL,2025,6,1,5,9,2,2.88,1.17,3.39,6.55,2.36,4.29,0.242,3.55,0.9,0.3720930232558139,0.6904761904761905,0.2790697674418604,0.0,False
778442,Bot_1st,1,Bot,1,2025-04-05,676664,COL,2025,6,2,2,9,3,5.05,1.28,5.03,6.64,1.59,4.6,0.25,4.33,0.1,0.1891891891891892,0.21875,0.2702702702702703,0.054054054054054,True
778443,Bot_1st,0,Bot,1,2025-04-06,669467,BOS,2025,4,3,6,9,2,4.91,1.38,4.95,6.0,3.14,3.72,0.239,4.62,0.8,0.34,0.4772727272727273,0.3,0.12,True
778445,Bot_1st,1,Bot,1,2025-04-05,663436,DET,2025,9,3,2,9,7,3.67,1.24,4.45,5.37,2.23,4.37,0.225,5.76,1.3,0.4821428571428571,0.6666666666666666,0.1428571428571428,0.0892857142857142,True
778446,Bot_1st,1,Bot,1,2025-04-05,605135,NYM,2025,4,0,9,9,0,3.8,1.36,3.57,9.36,2.04,3.3,0.266,3.65,0.4,0.3636363636363636,0.5897435897435898,0.1818181818181818,0.0909090909090909,True
778447,Bot_1st,1,Bot,1,2025-04-04,668909,LAA,2025,5,3,5,9,4,3.79,1.45,4.37,10.01,5.16,3.95,0.283,4.5,0.5,0.3111111111111111,0.5128205128205128,0.3333333333333333,0.0888888888888888,True
778447,Top_1st,1,Top,1,2025-04-04,667755,CLE,2025,5,3,9,9,4,3.41,1.51,3.74,6.42,4.46,3.84,0.258,4.02,0.3,0.3255813953488372,0.5128205128205128,0.2325581395348837,0.0697674418604651,False
778449,Top_1st,0,Top,1,2025-04-05,663559,NYY,2025,7,2,5,9,5,3.14,1.08,4.06,5.59,3.0,4.62,0.252,3.42,1.1,0.3877551020408163,0.9069767441860463,0.2448979591836734,0.1224489795918367,False
